session_duration,api_calls,support_tickets,is_churn
45.64643655814006,94.52248677977839,0,0
3.8025489591025554,120.73513952958723,2,1
38.21902504375224,44.721617274802874,1,0
30.87047068238171,105.89036395271415,1,0
27.009926495341325,119.27162984717417,2,1
30.917607765355022,63.03534385550396,2,1
10.124310853991073,128.59385108017324,1,0
27.80328112162488,108.46241018736035,1,0
33.57112571511746,89.61780215247997,1,1
44.77894044741516,115.81954665265712,1,0
24.817297817263526,156.7673214451099,3,0
21.915063971068122,104.54665637646238,2,1
24.982429564154636,106.2055146575084,5,0
39.15402117702074,88.5159775114939,1,0
33.287511096596845,78.75389076338021,3,0
24.702397962329613,120.75839541360614,2,0
35.13267433113356,78.59790435227832,3,0
30.970775493480403,101.78915593048481,3,1
39.68644990532889,88.05856383087209,3,0
22.979469061226474,111.9744956436598,0,0
26.723378534022316,108.3415526321737,3,0
26.078918468678424,125.93849860644748,2,0
15.364850518678814,87.24959002863133,1,1
32.96120277064576,93.25312661766571,2,0
32.610552721798896,75.53090710544231,3,0
30.051134566424608,88.89266849809721,0,0
27.654128666248532,109.4325123261213,2,0
15.846292579495858,118.9247154161338,0,0
25.79354677234641,76.94586689555936,0,1
26.572854834732304,121.7401480026415,2,1
21.97722730778381,133.89094647012377,1,0
28.38714288333991,110.33587258059252,0,0
34.040508568145384,146.91989531395166,1,1
48.8618590121053,80.65527002241068,2,1
31.74577812831839,68.88363241721457,3,0
32.57550390722764,55.53199377739303,4,0
29.255540842338327,137.4011077872296,2,0
10.812287847009586,116.35914140885144,2,1
29.73486124550783,98.61038322723863,2,1
30.602302099410263,106.9992156579955,0,0
54.63242112485286,71.86277381754059,2,0
28.076390352188774,161.14379949042066,3,1
33.015473423336125,103.23052954938069,1,1
29.652882302947567,102.73486986512232,6,1
18.313219623804677,118.14416559746729,1,1
41.42822814515021,112.02523079341783,3,0
37.519330326867745,105.59710060697829,1,0
37.910319470430466,80.2381386138672,1,0
20.90612545205261,111.78670892839989,3,0
44.02794310936099,147.05061241187585,3,0
15.981489372077192,133.63550115387443,3,1
35.868570938002705,139.82966566598492,1,0
51.90455625809979,87.21960808922037,6,1
20.094636748693116,75.25987949353548,0,0
24.33702270397228,96.8553269975088,1,1
30.996513650876413,101.39312280721737,4,0
24.965243458838007,127.35478796177371,0,0
14.493365689338674,57.68838425712951,5,0
30.685629748060272,138.23875798651534,2,0
19.37696286273895,96.04980253552526,1,1
34.73592430635182,89.3279732513145,0,1
20.80575765766197,74.69739061849582,0,0
45.499344050175395,58.62858320335577,4,0
22.167467076637628,120.57926459904786,2,0
26.779384837943244,101.8329491797101,2,0
38.135172173696695,67.75097750647365,1,1
17.69135683566045,67.6230306984096,0,1
32.27459934604129,91.60538251774679,2,0
43.07142754282428,141.72553813223482,1,1
13.925167654387725,93.51021621590988,3,0
31.846338585323043,62.42142617204735,0,1
32.598827942484235,93.85642339785139,1,0
37.8182287177731,93.18191075630824,1,1
17.63049289121918,32.57783392646071,4,1
16.795433869157236,98.64262833705469,3,0
35.21941565616898,94.22663674478305,2,1
32.96984673233186,117.40515912033545,2,0
32.504928503458764,146.22390237363362,2,0
33.46448209496975,128.16412573869394,2,0
23.199752784215093,93.27778273612924,2,1
32.322536971610035,72.33685228145825,1,1
32.93072473298681,164.3339950812465,0,1
22.85648581973632,101.4804608503622,4,1
48.65774511144757,100.34823229782366,0,0
34.73832920911788,99.39687282224992,3,1
18.086965027973513,104.95211901919637,1,0
36.5655360863383,96.39098970190143,2,0
20.253183297726785,85.65844982799409,2,0
37.87084603742452,86.32852646899019,5,1
41.58595579007404,99.18116824460004,1,1
21.793176816482895,86.41438072165587,1,0
39.63376129244322,82.1788554330709,5,0
34.12780926936498,102.66075569229741,1,1
38.2206015999449,93.62556956447862,1,0
48.967929826539475,137.5998247145672,3,1
27.546118839971296,33.725754790174705,0,1
22.462638356425103,127.28767129806154,1,0
21.104855703744768,131.15212981244073,0,0
21.841897150345616,48.16524418979626,0,1
29.22898290585896,91.43281014799128,3,1
33.41151974816644,90.71397835010521,3,0
32.766907993300194,64.81220763205447,1,1
38.27183249036024,80.55458281022811,2,0
30.13001891877907,72.23560386335429,0,0
44.53534077157317,143.80676108559055,0,1
27.35343166762044,123.39195982868652,4,1
57.20169166589619,131.78887737485397,1,0
36.25667347765006,118.04180160108088,4,1
21.428424435837172,71.77370571956928,4,0
19.291075019388877,86.88699334300566,4,0
34.824724152431855,112.23436403069795,2,0
27.76537214674149,69.44680477770137,2,1
37.14000494092092,117.8249607543097,3,0
34.73237624573545,93.99186504604663,2,0
29.27171087343127,90.62947981126007,5,0
21.53206281931595,117.77399920508728,5,1
14.851527753141355,111.106582787151,1,0
25.53485047932979,90.975845854523,2,1
38.56398794323472,128.98324508410622,1,0
32.14093744130204,72.97341681000256,2,0
17.54261221288012,115.3983901736066,4,0
31.73180925851182,114.8275314492096,2,1
33.85317379728837,92.26133901715025,4,1
21.16142563798867,108.15332555605295,1,0
31.53725105945528,68.72216059036742,3,0
30.58208718446,123.10067548017253,2,0
18.57029702169377,95.37744658892527,3,0
33.577873603482836,86.93192448702402,3,0
35.60784526368234,126.22523064592224,1,0
40.830512431752766,82.39140773643102,3,0
40.53802052034903,64.78846759091101,1,0
16.22330632042909,61.08427066190241,3,0
20.621749600848773,115.15024878364099,4,1
35.1503526720866,67.98926618759293,2,0
35.13785950912209,143.8698545496091,3,0
35.150476863060476,47.95176480290695,3,1
68.52731490654722,142.41140920725095,3,0
35.70890510693167,105.27543668006545,3,0
41.35565640180599,97.58217220324019,1,0
39.54001763493203,86.37702282977625,0,0
36.51391251305798,109.97840285880177,4,0
26.847307553596544,99.05913243937879,1,0
37.589692204932675,127.58254705041304,2,1
22.27174785462428,102.855691216551,1,0
27.63181393259991,103.75754403654695,5,0
25.146364521708964,90.90969469465361,1,0
30.818741393863224,98.57635940697331,2,0
53.146585666735085,107.69504422230148,2,0
11.327348074082519,57.24579018358436,1,1
36.86260190374514,66.29536444735717,0,0
13.872841288103483,118.58160235056788,0,0
25.280681342105666,104.27163595319854,2,0
40.889505969673664,95.40041659118302,2,0
30.642800190954627,100.46084832663483,3,1
19.222552220706937,108.68954263404177,3,0
22.846962907400318,86.50600799226596,0,0
36.79597748934676,80.54238186494219,3,0
22.696333682828634,104.89613137744203,1,1
32.16458589581975,75.5406805596242,1,0
30.455718399038137,110.2063188928618,3,0
23.48399652394183,57.43540989405399,0,1
51.439440893253256,125.72889093314109,1,1
36.33919022318011,111.81493706032607,2,0
9.74857413342393,106.40074335784689,2,0
31.864543147694278,124.56727459863785,1,0
23.38213535231612,141.63686111156443,1,0
38.52433334796224,125.35925162545325,0,0
22.074792615672994,53.97814421670887,1,0
28.85263558533101,68.01057583160747,2,0
35.049872789804574,84.37953555760802,1,0
38.657551941701215,100.65227625527085,4,0
17.997035929442237,112.94147551172807,1,1
26.654987641590516,81.85640467116336,3,0
25.25054688839044,104.66916911192696,1,0
23.46670767426288,81.11542669116693,3,0
47.65454240281097,84.7120549252013,0,1
34.049817109609556,64.83347257879444,1,0
17.391160456649548,76.9191688472274,2,0
39.17861947054776,66.20788485959166,1,0
51.22156197012633,75.60316867556668,2,0
40.32465260551147,126.341044915196,2,0
14.806300340459867,76.26502777920143,2,0
25.157659271337486,165.80955162093477,4,0
42.669111491866225,112.33294752202224,2,1
22.923305343812192,104.62090309237185,3,0
34.43819428146229,78.54105549546966,2,0
37.74634053429337,117.50774698522478,1,1
20.73069528421917,85.60905434405565,2,0
29.404746439382,103.05024536613404,4,0
-2.4126734006907284,164.00211345671988,2,0
19.756123586657104,97.59850250688375,0,0
27.474318486068398,128.7318331571419,3,1
17.522168180351507,82.42058937185281,0,1
46.32411303931635,99.12528773757596,5,0
15.698586220393674,144.27001589088775,2,0
25.59955513303016,84.32582355530582,3,1
31.307405772860914,145.31121394992323,2,1
44.412732890661154,117.69379838638689,5,1
15.641378488205607,85.9383306026433,2,0
41.63163752154959,115.81019347638802,2,0
30.10233061019587,124.31386124066825,1,1
20.18491348952049,115.5452490554299,1,0
34.62103474263271,60.74438200273859,6,0
31.990596955734702,81.82157060437828,1,0
23.997831228412053,93.81203411121238,2,0
30.69802084990019,98.13916427249885,0,0
26.1468640313824,115.51680243876694,4,0
31.13517345251248,104.44252502333134,2,1
36.62130674521047,66.61639103224746,3,0
45.86016816145352,109.50494627514908,3,1
17.62184501173151,115.26464363209558,3,0
51.330333746562665,113.994761198276,2,0
10.479122004774982,127.01951813886555,1,1
28.482149049644168,120.8480538637226,2,0
35.883172064845766,111.47950198071092,3,0
32.809918677350325,98.24585721353382,3,0
23.773004801794063,58.475976662100216,3,0
27.918777496427246,110.74045547831464,2,1
25.069990653411672,105.19219217907778,3,1
24.106352430557884,106.78947092988433,2,0
38.496020970210246,68.08128560449227,0,0
33.57015485965047,72.97358648979343,4,0
23.07090404739346,126.3288213333226,3,1
38.995998754332504,99.01112115358363,2,0
33.072995208766095,117.03751743431562,3,0
38.1286211883896,100.70795940326153,2,0
36.29628841923612,100.74390348739362,1,0
21.710049890779278,123.45709514939995,4,0
24.398189598030307,87.09888179456566,3,1
37.472936051232615,102.40301942352458,4,0
36.10370265433465,88.44311778237395,1,0
29.790984060358518,89.13759431419211,2,1
31.17327383308782,92.27069691328401,1,1
42.77664895788425,105.55334429084282,2,0
24.084286111641703,88.03128445841307,1,0
35.470973811700375,131.39390313933802,1,0
27.97807347566106,77.63481744451241,5,0
27.823187967727797,95.32820889596603,0,0
40.9877685198719,89.00672354314563,2,0
38.2541634898803,136.1744471088433,4,0
38.135096360006386,104.91386941278937,2,1
43.05478807154329,125.79611348671587,0,0
30.210038416327592,62.8609906740757,5,0
36.81952971294964,106.67625664673147,2,0
26.89733243406544,122.24076989058592,4,1
33.24166352488442,102.0570997318856,3,1
28.698569456323153,126.63700937663378,1,1
30.969959649927183,87.0677887474907,2,1
35.95157025436914,135.23368600463948,5,1
21.817793167665275,157.47245309048125,1,0
50.92387275685461,90.92903598900853,1,0
19.93982618500298,88.8624369649807,1,0
17.85811387212268,136.33461192794252,3,1
41.581108735000676,139.48930364326782,2,1
37.91662693962936,86.92849932116829,1,0
36.24119817052155,89.49532957260357,0,0
36.2834550926428,92.95538477848731,1,0
29.877532271530853,66.38873722414307,0,1
21.027456285141685,77.03370133789505,3,0
30.758045581937264,74.8964808311983,2,0
23.228382884878883,80.8050608723968,0,0
39.75119733417751,99.13287781533047,1,0
28.529426184978615,105.85536831341302,3,1
21.745028032074885,138.76251232035193,2,0
26.786141583470066,75.04114898153023,1,1
34.12931454275624,124.60805996191459,3,0
24.36275447196025,94.65027889436227,4,0
21.777796044335687,98.76340725868917,0,0
32.436872114919126,116.8704873041651,1,1
32.44966571108723,71.93194946094253,1,0
24.9305682462887,109.56024365460127,2,0
25.28961694381677,104.1613052053264,2,0
32.32049937357636,112.31128160020373,0,1
15.519156585026758,107.22921609769546,2,0
15.925362256234447,161.38250349777235,0,1
22.81555778747564,84.0565003937171,4,0
27.865528482881526,86.72507612495455,1,0
33.10907565598005,84.42148683938089,5,0
44.753562169495524,86.11307202099363,1,0
38.576596232020194,84.06532181733706,1,0
28.40061470036573,129.7254132776888,0,0
29.809837920973113,135.51260619974636,1,0
19.97470635362191,85.7313426562631,2,1
29.8148686400761,79.19111067239427,0,0
27.113413610798617,111.7853889096601,3,1
33.227185603380896,86.19442389297572,4,0
21.72769056447677,115.82329544388777,2,0
35.193465142411725,105.07307552128249,5,0
45.32738913002578,62.1063971250692,2,0
28.912398515431423,138.68763003325154,3,0
34.01711722098941,144.89694182738805,1,0
36.90143991711113,84.68028273789034,2,0
25.987795281141636,90.3074610016004,0,0
32.24092481810417,107.14663476812262,3,1
30.12592400781795,108.36141974967562,1,1
30.97676098548832,116.46360681682076,3,0
22.269902161445337,150.25511346915874,3,0
30.245101742589426,95.57631931264876,1,0
34.979982912454496,80.04256888653866,3,0
44.51143607795042,65.51701929963681,0,0
39.59270826085207,81.72674900145202,1,0
51.531824575115564,99.17182567815507,0,0
22.326524371119504,144.8639465879447,2,0
38.723206367206785,87.05971752409572,1,0
31.833420057383517,105.59469879097246,4,1
51.89802933217672,99.5894275981812,3,1
21.917017146448487,129.7098318362021,1,0
21.60278157819224,163.17331064684055,1,1
24.00607354555978,86.72828067699199,4,1
8.76104275690193,87.76401393704444,1,0
24.74244978319239,126.1040219267268,1,0
22.40867338446302,117.04728724065778,1,0
31.503937864762076,146.16768314340084,3,1
33.41755975777159,114.5982046331491,1,1
48.761708392158866,91.0176977303235,2,0
39.5042383818605,114.76637076730773,5,0
24.23096344337597,127.7175895145727,1,0
21.01585328651642,120.5120545299341,2,0
34.919191715065054,112.68185077768244,5,0
16.797667929793576,126.66686723972884,1,1
48.31458765854354,129.2323897611418,4,0
41.79440120721287,134.55397477593817,4,1
25.308243478952953,116.21774718974106,1,1
12.868654709091224,95.82204799207864,2,1
43.538723741654124,103.66784216083308,3,0
28.85460154747382,130.1627241627089,6,0
42.378163119734616,79.57660822531909,0,0
14.055723412056329,109.21683272182253,4,0
24.006249770462272,90.16652969181598,3,0
30.052436997181832,100.71862057337044,1,0
30.469805937647422,131.96129656518247,4,0
25.499345285207564,104.77747670049759,1,0
36.228499323474985,101.16091370390372,2,0
19.323795706174057,66.00359647550202,1,0
28.576205149787064,118.65633915068051,4,1
31.20295631711899,116.13710452852689,3,1
35.14438834058749,154.08136808263652,6,0
37.1161487808889,92.30554412617498,1,0
18.753579081621307,105.47875819159847,2,0
14.658858292643778,106.23459209276888,1,0
42.77676821898509,139.43633199408686,2,0
33.323140119795916,97.6176116903262,3,1
22.515134634434464,106.97553814425848,3,0
45.51151975522523,115.19741274291349,0,0
31.156746342928585,104.66522807890895,1,0
41.792971840638266,88.83915963623679,1,0
30.67518481410109,104.8522498224577,4,0
50.60747924881987,126.8407937464943,1,0
47.55340842443204,74.3371175147235,4,0
27.510358515209266,103.32424185367191,0,0
39.71570950954356,82.49697962652067,3,0
36.45375949585147,129.87616572312106,1,0
43.68631557532349,61.92032738040563,2,0
20.350765394198955,86.02695381821029,4,1
36.86051459998439,109.43029687661303,2,0
40.58424486849588,139.13810073085853,1,0
12.412605135768857,98.35624347317531,1,0
18.16741487334225,86.12001183267004,2,0
9.607678222398995,147.02892673601474,1,0
27.305931655554424,63.7996524895939,2,0
37.17542255795962,45.02985108449795,1,1
45.02357052096028,111.00036125133332,2,0
30.740947804197752,87.44864439118473,0,0
46.286155455712915,74.46917957173217,1,0
16.198985417851084,117.70891118248383,4,1
12.966175606448452,106.09501784427997,3,0
29.444523011033812,85.89803423158179,2,0
33.840654489393074,67.99239003322765,2,0
29.67305251905907,121.81143320700362,1,0
9.325578999601234,116.25502944896652,5,0
29.108799604872114,97.52060340551543,0,0
16.95530499495147,146.16592490119166,2,0
36.69672548830039,73.24788084184618,3,0
33.66598246096848,61.86187072688153,1,0
20.60120213672645,82.70229825296889,2,0
24.861330826633065,98.86034959111255,4,1
19.407864781110483,106.08348623306729,3,0
29.37320902726828,93.96909855359175,2,0
39.551423205012384,108.80138491285742,1,0
20.142739536644562,68.7115143952389,3,0
35.040465155178445,136.09411510183148,2,1
24.69742381627559,97.94622054018578,1,0
22.071271677376558,127.9323957897032,0,0
28.92969640045442,108.56813365944261,0,0
19.647576775806257,111.4188304788446,2,0
24.463506946528177,114.2441820058051,0,0
18.021221074111516,111.19271400043287,1,0
49.64725132916389,116.0680689966886,0,0
30.352635519717285,133.2288132533108,0,1
23.002744920074143,104.91302924253675,2,0
32.13979910734222,117.7250939397128,2,1
28.876719503091703,97.75660764281933,4,1
27.79030400466777,136.0029303862368,4,1
36.14166700043425,83.09019244851825,0,0
37.57507710047305,145.0235108227704,2,0
24.694988523894725,98.99605123389142,1,1
24.2418175935532,64.2306224470488,2,0
27.24948302848356,103.20261037276973,1,0
6.980788352644151,82.97370856312799,0,1
14.848089378014478,121.0160887247181,4,1
43.66874267444525,83.68440051744022,4,0
46.449677135012834,88.8454141696305,1,0
27.509639604436217,52.76148172636172,1,0
35.765569630557664,88.69234201877308,3,1
33.112501545435364,39.40301683427608,6,1
60.78880808455238,60.40242941285692,1,0
41.195749114345766,119.01036640360743,1,0
28.720824085192334,119.6450039662708,3,1
20.444595593995743,110.63643904462413,3,0
13.935536797424277,75.82559642176967,1,0
32.03463635867223,98.8072160964505,2,1
22.436492547156966,99.90993652273579,2,0
15.777462904023258,71.04088277018643,1,0
23.534271157574736,137.58495754417876,2,0
19.18451996385605,121.93405726439178,2,0
46.871416350725646,94.47589565425841,2,1
38.816397569494505,100.67214597486327,2,0
29.920273586833826,105.20957019868881,2,1
44.79944138890026,48.95662828939273,1,0
30.773683076476182,93.82056543698508,1,0
21.387157986717362,82.95039380005504,5,0
45.23124077269657,74.95949975262711,3,0
35.38910043684659,92.97249267785112,3,0
19.627538456735437,144.94216317123806,1,0
28.096613219163917,116.02107153167525,2,0
21.24381746615243,85.72052525543008,7,0
16.17200269035664,114.31456953390396,2,1
